marca,modelo,tipo,motor,descricao,preco,quilometragem,cambio,ano,portas,combustivel,troca,cor,vendido,data
Volkswagen,Up!,Hatch Compacto,move,move 1.0 Total Flex 12V 2015 ,40000.0,110869,Manual,2014,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Fiat,Fiorino Pickup,Pick-up Compacta,Furgão,Furgão 1.4 Working (Flex) ,75900.0,84164,Manual,2020,3,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Citroen,C4 Cactus,SUV,1.6,1.6 Feel (Aut) (Flex) ,90990.0,23839,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Peugeot,208,Hatch Médio,Griffe,Griffe 1.6 Flex 16V 5p Aut. ,58895.0,89575,Automático,2016,5,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Volkswagen,Fusca,Sedan Compacto,1.3,1.3 8v 1.3 ,11990.0,90000,Manual,1978,2,Gasolina,Não Aceita Troca,Azul,Não,01/05/2023
Honda,City Hatch,Hatch Médio,1.5,1.5 16v CITY EXL ,125900.0,0,Automático,2023,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,01/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 8v ACTIV 1.4 8V Flex 5p Mec. ,75900.0,34000,Manual,2018,5,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Toyota,Hilux CD,Pick-up Grande,2.8,2.8 16v SRV 4X4 DIESEL ,199900.0,140000,Automático,2017,4,Diesel,Aceito Troca,Branco,Não,01/05/2023
Ford,KA Sedan,Sedan Compacto,1.0,1.0 8v 1.0 TI-VCT FLEX SE PLUS SEDAN MANUAL ,56900.0,67466,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 8v Trend ,49900.0,96000,Manual,2013,2,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 12v 1.0 12V MPI TOTALFLEX TRENDLINE 4P MANUAL ,44900.0,83972,Manual,2016,5,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Porsche,Taycan,Sport,Elétrico,Elétrico ,799990.0,13000,Automático,2021,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Renault,Sandero,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX LIFE MANUAL ,54900.0,60940,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 Joy SPE/4 ,51180.0,47077,Manual,2018,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 8v LTZ SPE/4 (Aut) ,49900.0,85100,Automático,2013,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Fiat,Mobi,Hatch Compacto,Evo,Evo Like 1.0 (Flex) ,56740.0,47892,Manual,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 6v take ,44900.0,60000,Manual,2015,4,Bi-Combustível,Não Aceita Troca,Prata,Não,01/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 Trend 1.0 (G5) (Flex) ,27900.0,116100,Manual,2008,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 GOL 1.0 12V MPI TOTALFLEX 4P MANUAL ,56900.0,52756,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 Cab. Estendida Cross 1.6 Flex ,64900.0,122000,Manual,2013,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Honda,Fit,Hatch Médio,1.4,1.4 8v 1.4 LX 8V FLEX 4P MANUAL ,38900.0,116000,Manual,2010,5,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,S,S C.Style/C.Plus1.6 Flex 16V Aut. 4p ,66900.0,78000,Automático,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 12v 1.0 SE PLUS 12V FLEX 4P MANUAL ,44900.0,59867,Manual,2016,5,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Volkswagen,Nivus,SUV,1.0,1.0 Highline 200TSI ,119990.0,19366,Automático,2021,4,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Ford,Fiesta Hatch,Hatch Compacto,1.6,1.6 1.6 Flex 4p ,33900.0,107000,Manual,2013,4,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Ford,Focus Sedan,Sedan Médio,2.0,2.0 16v 2.0 SEDAN 16V GASOLINA 4P MANUAL ,20900.0,111089,Manual,2002,4,Gasolina,Aceito Troca,Prata,Não,01/05/2023
Citroen,AirCross,CrossOver,GLX,GLX 1.6 Flex 16V 5p Mec. ,29990.0,110000,Manual,2010,5,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Ford,EcoSport,CrossOver,2.0,2.0 16v 2.0 FREESTYLE 16V FLEX 4P AUTOMÁTICO ,58900.0,86000,Automático,2014,5,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Fiat,Strada Cab Dupla,Pick-up Compacta,1.4,1.4 8v HARD WORKING ,75900.0,49000,Manual,2019,3,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Ford,KA Hatch,Hatch Compacto,Ka,Ka 1.0 SE/SE Plus TiVCT Flex 5p ,56900.0,6100,Manual,2019,5,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.4,1.4 8v HARD WORKING FLEX 2P MANUAL ,60400.0,49293,Manual,2019,2,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Chevrolet,Spin,SUV,1.8,1.8 8v 1.8 PREMIER 8V FLEX 4P AUTOMÁTICO ,86900.0,58001,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Troller,T4,Jipe,T-4,T-4 4x4 3.2 TGV tdi Cap. Rigida Diesel ,179000.0,44000,Manual,2015,2,Diesel,Aceito Troca,Vermelho,Não,01/05/2023
Renault,Kwid,Hatch Compacto,Zen,Zen 1.0 Flex 12V 5p Mec. ,54900.0,54900,Manual,2021,5,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 12v 1.0 UNIQUE 12V FLEX 4P MANUAL ,58900.0,55719,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Suzuki,Jimny,Jipe,1.3,1.3 16v 4x4 ,93900.0,78000,Manual,2019,2,Gasolina,Aceito Troca,Branco,Não,01/05/2023
Hyundai,HB20,Hatch Compacto,1.6,1.6 Vision (Aut) (Flex) ,75650.0,58192,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Chevrolet,Montana,Pick-up Compacta,1.4,1.4 8v 1.4 MPFI LS CS 8V FLEX 2P MANUAL ,43900.0,125000,Manual,2014,2,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Ford,KA Sedan,Sedan Compacto,1.0,1.0 SE ,54900.0,24200,Manual,2019,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Mercedes,Benz AMG GT,Hatch Superior,GT,GT 63 S ,1299990.0,18300,Automático,2018,4,Gasolina,Aceito Troca,Cinza,Não,01/05/2023
Mercedes,Benz CLS 53 AMG,Sedan Superior,3.0,3.0 ,679990.0,30000,Automático,2019,4,Gasolina,Aceito Troca,Preto,Não,01/05/2023
Porsche,Cayenne,SUV,4.0,4.0 V8 Turbo ,1699990.0,1700,Automático,2022,4,Gasolina,Aceito Troca,Branco,Não,01/05/2023
Ford,EcoSport,CrossOver,FREESTYLE,FREESTYLE 1.5 12V Flex 5p Aut. ,78900.0,60000,Automático,2018,5,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Toyota,Hilux CD,Pick-up Grande,CD,CD SRX 4x4 2.8 TDI 1 ,299000.0,0,Automático,2022,4,Diesel,Aceito Troca,Prata,Não,01/05/2023
Fiat,Argo,Hatch Médio,DRIVE,DRIVE 1.0 6V Flex ,59000.0,84667,Manual,2019,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v 1.6 MSI TRENDLINE CS 8V FLEX 2P MANUAL ,59900.0,86000,Manual,2016,2,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 8v 1.0 MPI 8V FLEX 2P MANUAL ,21700.0,122412,Manual,2010,3,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Hyundai,HB20,Hatch Compacto,1.6,1.6 16v 1.6 COMFORT PLUS 16V FLEX 4P AUTOMÁTICO ,69900.0,63069,Automático,2017,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Jeep,Compass,SUV,S,S T270 1.3 TB 4x2 Fl ,189900.0,14814,Automático,2022,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Peugeot,2008,SUV,Allure,Allure Pack 1.6 16V (Aut) (Flex) ,86490.0,24186,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 Evolution Turbo (Aut) (Flex) ,80410.0,51501,Automático,2020,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Ford,EcoSport,CrossOver,1.6,1.6 8v 1.6 FREESTYLE 8V FLEX 4P MANUAL ,37700.0,130022,Manual,2010,5,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Jeep,Renegade,Jipe,1.8,1.8 16v 1.8 16V FLEX STD 4P AUTOMÁTICO ,88900.0,10548,Automático,2019,4,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 8v JOY FLEX 4P MANUAL ,49700.0,105133,Manual,2018,5,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.4,1.4 16v WORKING ,48900.0,170000,Manual,2016,2,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Lamborghini,Huracán,Esportivo|Cabrio,STO,STO 5.2 V10 ,5499990.0,0,Automático,2022,2,Gasolina,Aceito Troca,Roxo,Não,01/05/2023
Mercedes,Benz CLA 250,Sedan Luxo,2.0,2.0 16v 2.0 SPORT 16V TURBO GASOLINA 4P AUTOMÁTICO ,199900.0,50000,Automático,2017,4,Gasolina,Aceito Troca,Cinza,Não,01/05/2023
Volkswagen,Nivus,SUV,Highline,Highline 1.0 200 TSI Flex Aut. ,121900.0,24000,Automático,2021,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Jeep,Renegade,Jipe,STD,STD 1.8 4x2 (Aut) (Flex) ,89990.0,23046,Automático,2021,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Jeep,Renegade,Jipe,Trailhawk,Trailhawk 2.0 4x4 TB Diesel Aut ,119900.0,77328,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,01/05/2023
Ford,EcoSport,CrossOver,2.0,2.0 SE 2.0 AUTOMÁTICA ,65900.0,89675,Automático,2017,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Mercedes,Benz E 350,Sedan Superior,E-350,E-350 Avant./Avant. Execut. 3.5 V6 272cv ,105900.0,68328,Manual,2011,4,Gasolina,Não Aceita Troca,Branco,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 Vision (Flex) ,72740.0,45957,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v 1.6 MI STARTLINE CS 8V FLEX 2P MANUAL ,49900.0,111991,Manual,2015,2,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 12v Platinum TGDI ,98900.0,4948,Automático,2022,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 16v MILLE WAY ECON ,25900.0,150000,Manual,2011,4,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Citroen,C4 Cactus,SUV,1.6,1.6 Live (Flex) (Aut) ,86990.0,24908,Automático,2021,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Hyundai,HB20,Hatch Compacto,1.6A,1.6A COMF ,50900.0,125000,Automático,2015,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Chevrolet,Tracker,CrossOver,1.2,1.2 LTZ 1.2 TURBO 12V FLEX AUT. ,109990.0,48487,Automático,2020,4,Bi-Combustível,Aceito Troca,Azul,Não,01/05/2023
Toyota,Corolla,Sedan Médio,GLi,GLi 1.8 Flex 16V Aut. ,59900.0,83000,Automático,2011,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Ford,F 250,Pick-up Grande,4.2,4.2 F250 XL 4.2 V6 (Cab Simples) ,119900.0,179999,Manual,2000,2,Diesel,Aceito Troca,Prata,Não,01/05/2023
BMW,X5,SUV,3.0,3.0 I6 TURBO GASOLINA XDRIVE35I AUTOMÁTICO ,110000.0,80600,Automático,2010,4,Gasolina,Aceito Troca,Prata,Não,01/05/2023
Land Rover,Discovery 4,SUV,3.0,3.0 24v 3.0 SE 4X4 V6 24V BI-TURBO DIESEL 4P AUTOMÁTICO ,160900.0,82000,Automático,2014,5,Diesel,Aceito Troca,Preto,Não,01/05/2023
Land Rover,Discovery 4,SUV,3.0,3.0 24v 3.0 SE 4X4 V6 24V BI-TURBO DIESEL 4P AUTOMÁTICO ,160900.0,82000,Automático,2014,5,Diesel,Aceito Troca,Preto,Não,01/05/2023
Volkswagen,Voyage,Sedan Compacto,MSI,MSI (Flex) ,56790.0,62236,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Ford,Fiesta Sedan,Sedan Compacto,1.0,1.0 8V Flex 4p ,25900.0,214953,Manual,2008,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 Vision (Aut) (Flex) ,85990.0,29189,Automático,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Chevrolet,Corsa Sedan,Sedan Compacto,1.8,1.8 8v FLEX 4P MANUAL ,22900.0,140000,Manual,2002,5,Gasolina,Aceito Troca,Prata,Não,01/05/2023
Hyundai,HB20,Hatch Compacto,1.6,1.6 1.6 Vision ,72900.0,55000,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Honda,HR-V,SUV,EX,EX 1.8 Flexone 16V 5p Aut. ,119000.0,13500,Automático,2020,5,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Toyota,Corolla,Sedan Médio,2.0,2.0 16v XEI AUTOMÁTICO ,109900.0,37525,Automático,2018,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Hyundai,Creta,SUV,Prestige,Prestige 2.0 16V Flex Aut. ,107990.0,41000,Automático,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.4,1.4 250 TSI GTS AUTOMÁTI ,115900.0,33793,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,01/05/2023
Hyundai,Creta,SUV,2.0,2.0 16v 2.0 16V FLEX PRESTIGE AUTOMÁTICO ,119900.0,27000,Automático,2020,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Nissan,Frontier,Pick-up Grande,2.3,2.3 CD Turbo Attack TDI Auto 4x4 ,208990.0,28981,Automático,2021,4,Diesel,Aceito Troca,Cinza,Não,01/05/2023
Fiat,Bravo,Hatch Médio,1.8,1.8 16v Sporting 1.8 16V Dualogic (Flex) ,50900.0,111000,Automatizado,2013,4,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Chevrolet,Tracker,CrossOver,1.0,1.0 12v Premier 1.0 Turbo 12V Flex Aut. ,123900.0,25000,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Citroen,C3 Picasso,Hatch Médio,1.6,1.6 1.6 TENDANCE 1.6 FLEX AUT. IPVA 2023 PAGO ,35990.0,142000,Automático,2014,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Mercedes,Benz C 180,Sedan Superior,1.6,1.6 16v C 180 Coupe ,214000.0,31946,Automático,2019,4,Gasolina,Aceito Troca,Cinza,Não,01/05/2023
Citroen,C4,Hatch Médio,2.0,2.0 24v Exclusive ,26990.0,143000,Manual,2012,4,Bi-Combustível,Não Aceita Troca,Prata,Não,01/05/2023
Fiat,Fastback,SUV,1.3,1.3 Limited Edition T270 ,156800.0,0,Automático,2023,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Hyundai,HB20,Hatch Compacto,Premium,Premium 1.6 Flex 16V Aut. ,53990.0,39000,Automático,2014,4,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Volkswagen,T-Cross,SUV,1.0,1.0 TCROSS CONFORTLINE ,112000.0,45000,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.4,1.4 8v ENDURANCE CS PLUS ,72990.0,64000,Manual,2020,2,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Mercedes,Benz GLK 220,SUV,2.1,2.1 8v 2.1 CDI 4X4 DIESEL 4P AUTOMÁTICO ,135000.0,122000,Automático,2014,4,Diesel,Aceito Troca,Branco,Não,02/05/2023
BMW,X5,SUV,3.0,3.0 XDRIVE 30d 3.0 Diesel 7 lugares ,319900.0,32000,Automático,2018,4,Diesel,Aceito Troca,Cinza,Não,02/05/2023
Fiat,Mobi,Hatch Compacto,Evo,Evo Like 1.0 (Flex) ,58490.0,34254,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v ROBUST ,59990.0,62000,Manual,2019,2,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Ford,EcoSport,CrossOver,TITANIUM,TITANIUM 2.0 16V Flex 5p Aut. ,81000.0,33000,Automático,2018,5,Bi-Combustível,Não Aceita Troca,Preto,Não,02/05/2023
Honda,Fit,Hatch Médio,1.5,1.5 16v 1.5 EXL 16V FLEX 4P AUTOMÁTICO ,78890.0,102852,Automático,2016,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Suzuki,Grand Vitara,CrossOver,Grand,Grand Vitara 2.0 16V 4x2/4x4 5p Aut. ,59900.0,88000,Automático,2013,4,Gasolina,Aceito Troca,Cinza,Não,02/05/2023
Suzuki,Jimny,Jipe,Jimny,Jimny 4SPORT/ 4WORK 1.3 16V ,84900.0,73000,Manual,2017,2,Gasolina,Aceito Troca,Laranja,Não,02/05/2023
Toyota,Corolla,Sedan Médio,2.0,2.0 2.0 ,113990.0,47000,Automático,2019,4,Bi-Combustível,Não Aceita Troca,Preto,Não,02/05/2023
Ford,EcoSport,CrossOver,XLS,XLS 1.6/ 1.6 Flex 8V 5p ,27900.0,151000,Manual,2005,5,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Ford,Fiesta Hatch,Hatch Compacto,1.6,1.6 8v 1.6 ,29990.0,113000,Manual,2012,4,Bi-Combustível,Aceito Troca,Vermelho,Não,02/05/2023
Toyota,Etios Hatch,Hatch Compacto,1.5,1.5 16v 1.5 AUTOMÁTICO EXTRA ,68600.0,37100,Automático,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Honda,City Sedan,Sedan Compacto,Sedan,Sedan EX 1.5 Flex 16V 4p Mec. ,48600.0,102077,Manual,2010,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Jeep,Compass,SUV,2.0,2.0 2.0 ,109800.0,68000,Automático,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Chevrolet,Tracker,CrossOver,1.0,1.0 12v LT Turbo Automática ,119500.0,0,Automático,2022,4,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Fiat,Fiorino Furgão,Furgão Compacto,1.4,1.4 8v 1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL ,77700.0,52171,Manual,2021,2,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Ford,Fiesta Sedan,Sedan Compacto,SE,SE 1.6 8V Flex 4p ,32900.0,220000,Manual,2013,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 12v S C.Plus/C.Style1.0 Flex 12V Mec. 4P ,47900.0,78000,Manual,2013,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Chevrolet,Prisma,Sedan Compacto,1.4,1.4 LTZ 1.4 Flex ,64895.0,89215,Manual,2017,4,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Toyota,Hilux CD,Pick-up Grande,SRV,SRV 4x4 2.8 ,319990.0,0,Automático,2022,4,Diesel,Aceito Troca,Preto,Não,01/05/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 MSI Flex 8V 5p ,49895.0,49239,Manual,2018,5,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Suzuki,SX4,SUV,2.0,2.0 16V 145cv 4WD 5p Aut. ,39900.0,180000,Automático,2012,5,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 8v 1.0 MPFI JOY 8V FLEX 4P MANUAL ,46900.0,89000,Manual,2016,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Volkswagen,Gol,Hatch Compacto,City,City (Trend)/Titan 1.0 T. Flex 8V 4p ,27900.0,98000,Manual,2011,4,Bi-Combustível,Aceito Troca,Vermelho,Não,01/05/2023
Ford,EcoSport,CrossOver,FREESTYLE,FREESTYLE 2.0 16V Flex 5p ,51895.0,125257,Manual,2012,5,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Honda,CR-V,CrossOver,2.0,2.0 16v 2.0 LX 4X2 16V GASOLINA 4P AUTOMÁTICO ,51900.0,140590,Automático,2009,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Toyota,Yaris Hatch,Hatch Compacto,1.3,1.3 16v XL PLUS TECH MULTIDR ,84900.0,19618,Automático,2019,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Land Rover,Range Rover Velar,SUV,SV,SV Autobiografhy 5.0 ,849990.0,9800,Automático,2020,4,Gasolina,Aceito Troca,Preto,Não,01/05/2023
Land Rover,Range Rover Velar,SUV,SV,SV Autobiografhy 5.0 ,849990.0,9800,Automático,2020,4,Gasolina,Aceito Troca,Preto,Não,01/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 Robust ,51900.0,108000,Manual,2018,2,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Hyundai,HB20 S,Sedan Compacto,1.0,1.0 Vision 1.0 Flex ,65895.0,56151,Manual,2019,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Fiat,Idea,Minivan Média,ESSENCE,ESSENCE SUBLIME Dual.1.6 Flex16V 5p ,39900.0,114703,Automatizado,2014,5,Bi-Combustível,Aceito Troca,Preto,Não,01/05/2023
Mitsubishi,Outlander,SUV,2.0,2.0 SPT HPE 2WD ,148900.0,9140,Automático,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,01/05/2023
Mitsubishi,Pajero TR4,Jipe,2.0,2.0 16v 2.0 4X4 16V 140CV FLEX 4P AUTOMÁTICO ,58900.0,89388,Automático,2010,4,Bi-Combustível,Aceito Troca,Prata,Não,01/05/2023
Honda,City Sedan,Sedan Compacto,1.5,1.5 16v LX AUTOMÁTICO ,65900.0,76457,Automático,2014,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Renault,Captur,SUV,1.0,1.0 renault captur iconic 1.3t 170cv aut.2022 ,124900.0,13229,Automático,2021,5,Bi-Combustível,Não Aceita Troca,Cinza,Não,02/05/2023
Jeep,Renegade,Jipe,Longitude,Longitude 1.8 4x2 (Aut) (Flex) ,103560.0,23672,Automático,2021,4,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Ford,KA Sedan,Sedan Compacto,1.5,1.5 16v 1.5 SE/SE PLUS 16V Flex 4p ,55990.0,28104,Manual,2018,4,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 16v Saveiro Cross 1.6 (Flex) (cab. estendida) ,52900.0,126000,Manual,2013,2,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Chevrolet,Celta,Hatch Compacto,Life,Life 1.0 MPFI VHC 8V 5p ,19900.0,172000,Manual,2005,5,Bi-Combustível,Aceito Troca,Prata,Não,02/05/2023
BMW,M 135i,Hatch Médio,1.6,1.6 bmw 330i m sport 2.0 turbo 258cv cteto aut.2019 ,249900.0,47236,Automático,2019,4,Gasolina,Não Aceita Troca,Cinza,Não,02/05/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 16v GLI AUTOMÁTICO ,79900.0,88008,Automático,2014,4,Bi-Combustível,Aceito Troca,Prata,Não,02/05/2023
Renault,Duster,SUV,1.6,1.6 16v 2021 RENAULT DUSTER ZEN 1.6 MANUAL ,79990.0,57200,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Chevrolet,Onix Sedan,Sedan Compacto,SED.,SED. Plus PREM. 1.0 12V TB Flex Aut ,105900.0,13926,Automático,2022,4,Bi-Combustível,Aceito Troca,Prata,Não,02/05/2023
Land Rover,Discovery Sport,SUV,2.0,2.0 16V TD4 TURBO DIESEL HSE 4P AUTOMÁTICO ,174999.0,62000,Não Informado,2017,4,Diesel,Aceito Troca,Prata,Não,02/05/2023
Land Rover,Discovery Sport,SUV,2.0,2.0 16V TD4 TURBO DIESEL HSE 4P AUTOMÁTICO ,174999.0,62000,Não Informado,2017,4,Diesel,Aceito Troca,Prata,Não,02/05/2023
Volkswagen,Voyage,Sedan Compacto,1.0/1.0,1.0/1.0 City Mi Total Flex 8V 4p ,38900.0,120000,Manual,2014,4,Bi-Combustível,Aceito Troca,Cinza,Não,02/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.0,1.0 8v 1.0 200 TSI COMFORTLINE AUTOMÁTICO ,76900.0,75460,Automático,2019,4,Bi-Combustível,Aceito Troca,Preto,Não,02/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 1.4 ,67800.0,54000,Automático,2019,4,Bi-Combustível,Aceito Troca,Prata,Não,02/05/2023
Volkswagen,T-Cross,SUV,1.0,1.0 12v 1.0 200 TSI TOTAL FLEX COMFORTLINE.. ,108800.0,53419,Automático,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
Ford,KA Hatch,Hatch Compacto,1.5,1.5 SE PLUS AUT. - 2021 ,65900.0,38000,Automático,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,02/05/2023
